,uname,uid,text,create_time
381,用小号是不是就没人知道我是谁,4277273580777048,[泪],2018-08-26 14:29:12
382,不是仙女yes,4277271475429568,转发微博,2018-08-26 14:20:50
383,烨尹金Yunyeob,4277267968892190,转发微博,2018-08-26 14:06:54
384,肉肉Can,4277267305305368,"出来讲清楚你搞什么几吧东西？//@昵称是马甲家的大学生:……//@吐槽鬼:@滴滴出行 出来讲清楚啊.你们他妈从上次到现在到底做了什么整改？ //@七福团子:当事人是我表姐,这个司机不是第一次作案,之前也有妹子差点遇到危险,但申报给滴滴根本没有处理！拖延到现在又出问题！牌照是川A31J0Z，司机如图 http",2018-08-26 14:04:15
385,eloci257,4277266915281440,转发微博,2018-08-26 14:02:43
386,ronghuanlove,4277265761938046,节哀！//@陈烁烁烁烁烁烁烁烁烁烁烁烁烁://@Super_4ong:感谢所有关心这次事件的人，女孩确定遇害，尸体也已经找到，我希望这次事件继续发酵，让滴滴平台的不作为付出相应的代价，希望大家继续扩散🙏🙏 http://t.cn/RkEKaqy,2018-08-26 13:58:08
387,doublelixin,4277264004732157,转发微博,2018-08-26 13:51:09
388,落啦啦,4277263895521760,狗东西啊操,2018-08-26 13:50:42
389,暴脾气女士,4277261991524922,转发微博,2018-08-26 13:43:09
390,焚花入骨锦衣夜行,4277260615176954,//@谭湘君Jjun:她才23岁 她才过了人生1/4 她的未来正等她填充描绘 恶魔在人间[蜡烛][蜡烛],2018-08-26 13:37:41
391,qwq宫崎骏,4277260087179489,//@qwq宫崎骏:司机既然会做这样的事那就说明他不惧死亡..那就算找到司机了判了死刑又如何？他能回来吗！？！能重生吗！？？！！！为什么不能发动广大人民将他捉拿！狠狠地折磨死这个人渣！让他知道什么叫天道轮回！！！！,2018-08-26 13:35:35
392,wallsxin,4277259977624763,要是可以早一点找到该多好...,2018-08-26 13:35:10
393,Paranoia_大王派我来下山,4277258698754297,转发微博,2018-08-26 13:30:04
394,Barry_________________________,4277258275233473,转发微博,2018-08-26 13:28:23
395,恋爱的犀牛hhh,4277257856206789,滴滴这种打车软件在我心中毫无信用可言//@把酒临风浪味仙:都没有什么部门来整顿滴滴吗？？？？一条条鲜活的人命啊！大脑袋们还要装聋作哑多久？为了赚钱不管不顾，可耻，恶心透顶，,2018-08-26 13:26:43
396,海阔天空之威廉,4277256526715776,中国网约车已经被垄断了。滴滴总裁柳青，柳传志的女儿，uber中国区一把手柳甄，柳传志的侄女，柳传志自己控股神州专车，期待他们作为？无语,2018-08-26 13:21:26
397,zrg520,4277255733172682,转发微博,2018-08-26 13:18:18
398,佳佳佳KimiQRLSeng,4277254609525003,//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 13:13:49
399,吃西瓜的她,4277253011565368,真的不是人,2018-08-26 13:07:28
400,榴莲披萨味的嗝,4277252792965328,//@一锅玄哥://@黏了棵葱_KKia://@溪初阳关:[打脸]我真的不想看见女孩子别打滴滴了这种话，人给狗让路？//@长三哥是大好人:……//@停云云神智不清://@连清_://@磕药姬://@白泽_MEOWMERS:小姑娘穿着长裤，白天打车，得知危险紧急处理了，还是死了。你告诉我什么他妈的叫安全啊。干脆地铁全做成女性专属,2018-08-26 13:06:37
401,粉黛美人z,4277252558295674,真心希望滴滴倒闭,2018-08-26 13:05:40
402,雪绵绵,4277251370981895,//@CCHEE:…//@兔耳草醛-A://@玉米屹立在大地上:[摊手]//@查查查儿:下午一点……//@长三哥是大好人:……//@停云云神智不清://@连清_://@磕药姬://@白泽_MEOWMERS:小姑娘穿着长裤，白天打车，得知危险紧急处理了，还是死了。你告诉我什么他妈的叫安全啊。干脆地铁全做成女性专属，男的都去打车得了？,2018-08-26 13:00:57
403,某团团团团团团,4277251165874333,转发微博,2018-08-26 13:00:07
404,盘思洞洞主,4277251057146448,女孩子生来就要艰难一些，女孩子的着装，长相那都不是坏人犯罪的理由，也不是宽恕禽兽的借口，更不是让来一些屌丝发表恶心言论的//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻  @头条新闻 @新闻晨报 @南方周末,2018-08-26 12:59:41
405,一只仙女布---,4277251044547311,转发微博,2018-08-26 12:59:39
406,哈喽看我吖,4277250788296316,//@-CHENQ1UI:🙏🙏🙏大家帮忙转发出去好吗！！！！真实的事情！！！我的好朋友！！！ 一个弱女子在暴雨雷电闪电交加的夜晚！！我真的不敢想象她到底经历了什么！,2018-08-26 12:58:38
407,一抹绿21467,4277249958455862,转发微博,2018-08-26 12:55:20
408,过气老姑娘,4277249756248890,[悲伤],2018-08-26 12:54:33
409,小废物三点水,4277249467948039,//@灰硫:……//@CCHEE:…//@兔耳草醛-A://@玉米屹立在大地上://@查查查儿:下午一点…//@长三哥是大好人:……//@停云云神智不清://@磕药姬://@白泽_MEOWMERS:小姑娘穿着长裤，白天打车，得知危险紧急处理了，还是死了。你告诉我什么他妈的叫安全啊。干脆地铁全做成女性专属，男的都去打车得了？,2018-08-26 12:53:23
410,布逆,4277248973043363,//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 12:51:24
411,阿虾想吃虾,4277248615415015,cnm司机cnm滴滴，都是猪狗不如的畜生垃圾,2018-08-26 12:50:01
412,城外馒头,4277247379114740,//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 12:45:04
413,舍也罢,4277247286272924,//@诸暨之子:从没叫过犯卖、跌跌，也永远不会叫。  “滴滴”、“共享单车”就是目前无数洗钱“公司”缩影:打着为民方便影子，成立一狗屁公司，等名声大了上市了骗来了钱了就卖掉什么的，所以:它们不管下面的胡作非为，……。  【这当然又只有我能洞见】  #滴滴道歉#  ​​​  ​​​,2018-08-26 12:44:43
414,永新,4277247123140241,转发微博,2018-08-26 12:44:04
415,厉害的普通人,4277246598359248,想起来上大学前，我爸给我准备了好几把随身刀具，又小又快又锋利，是时候把刀继续揣兜里了。,2018-08-26 12:41:59
416,全球明星情侣照收集,4277246304651935,//@穿袜子的秋裤:她明确的求救信息是发给我们都不认识的人 她已经没时间选择发给谁了懂吗  这个求救信息我们是在五点多兜兜转转才知道的！,2018-08-26 12:40:48
417,大西xxx,4277245663115100,//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 12:38:16
418,五十度的阿飞-,4277245406666071,转发微博,2018-08-26 12:37:16
419,萝北2012,4277245269157099,真的很必要//@石头-谭生:现在顺风车每次接单都要对司机拍照，对司机的信息一清二楚。,2018-08-26 12:36:42
420,萝北2012,4277244966622080,支持支持！！//@Super_4ong:感谢所有关心这次事件的人，女孩确定遇害，尸体也已经找到，我希望这次事件继续发酵，让滴滴平台的不作为付出相应的代价，希望大家继续扩散🙏🙏 http://t.cn/RkEKaqy,2018-08-26 12:35:30
421,单纯阳光的洗脚靓仔,4277244836819316,//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 12:34:58
422,用户5873215987,4277244706849475,//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 12:34:28
423,我才不是猪嘞,4277244572243428,转发微博,2018-08-26 12:33:56
424,宇宙无敌超级大博主,4277243050268954,//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 12:27:53
425,乳酸菌奶酪-,4277242604957573,//@白泽_MEOWMERS:小姑娘穿着长裤，白天打车，得知危险紧急处理了，还是死了。你告诉我什么他妈的叫安全啊。干脆地铁全做成女性专属，男的都去打车得了？,2018-08-26 12:26:08
426,VeroYan1108燕小榮,4277241242514778,乍一看 飞虹路 我还以为是在上海了,2018-08-26 12:20:42
427,李李呀LiLi,4277241204996906,转发微博,2018-08-26 12:20:33
428,額許為,4277240781523965,转发微博,2018-08-26 12:18:52
429,我的田兔子,4277239073412473,转发微博,2018-08-26 12:12:06
430,永遠別嫌棄你從前的ID,4277238549202537,安全意识真的要加强[失望]//@穿袜子的秋裤:真的很后悔三点多发生异样还没有来得及去报警[泪]还一直还怀着她只是开飞行模式充电，就这样错过了最佳时机！为什么没能在她发那句有点怕怕的时候做出反应！大家一起帮忙转发一下好吗，她一个瘦瘦小小的女生，我没有勇气去想她回面料什么样的事，只求她能平安,2018-08-26 12:10:00
431,在你心里冒蓝火哒哒哒,4277238155361360,//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 12:08:26
432,西汤圆_nest,4277238083667521,//@黑沚://@Sankurai_十一月夜樱吹雪:现在白天也不能打车了//@兔耳草醛-A://@玉米屹立在大地上:[摊手]//@查查查儿:下午一点……//@长三哥是大好人:……://@连清_://@白泽_MEOWMERS:小姑娘穿着长裤，白天打车，得知危险紧急处理了，还是死了。你告诉我什么他妈的叫安全啊。干脆地铁全做成女性,2018-08-26 12:08:08
433,爱死刘昊然了啊,4277237228498488,//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 12:04:45
434,Yan9rui_,4277236972761084,//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 12:03:44
435,戒指柔情,4277236847194830,//@Super_4ong:没有效果，滴滴平台不作为，不给出车牌，妨碍警察第一时间侦查判断,2018-08-26 12:03:14
436,用户5525339002,4277236506665668,转发微博,2018-08-26 12:01:53
437,只懂对别人温柔的小棉袄,4277236477067181,天哪[泪][泪][泪][泪][泪],2018-08-26 12:01:47
438,萧队土,4277236016201217,//@阡玉_君://@-音速山谷-://@酒千千千:滴滴没有整改啊//@耀夜药业://@七福团子:麻烦帮忙转发扩散，这个出事的司机不是第一次作案了，之前也有妹子差点遇到危险，但是申报给滴滴根本没有处理！结果拖延到现在又出问题！牌照是川A31J0Z，司机相貌如图，麻烦有在温州片区的小伙伴都帮忙留意htt,2018-08-26 11:59:56
439,cv123456,4277234862342333,转发微博,2018-08-26 11:55:21
440,节旄尽落009,4277234480493958,//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 11:53:50
441,用户6447591347,4277234271070277,转发微博,2018-08-26 11:52:59
442,周瑜要打小怪兽,4277234187319848,//@患者阿离://@Super_4ong:感谢所有关心这次事件的人，女孩确定遇害，尸体也已经找到，我希望这次事件继续发酵，让滴滴平台的不作为付出相应的代价，希望大家继续扩散🙏🙏,2018-08-26 11:52:40
443,look爱笑的眼睛,4277233255750149,法律何在？,2018-08-26 11:48:59
444,realklble,4277232572353636,转发微博,2018-08-26 11:46:15
445,甜味奶哼,4277230673045421,//@霜叶:看后续，人遇害了。滴滴处理的太坑了，推诿不给车牌号以至于影响警方办案,2018-08-26 11:38:42
446,叶凡And梵音,4277230266156068,转发微博,2018-08-26 11:37:05
447,非我良人不懂我心,4277230211403569,//@sasasasa哈哈哈哈://@徐叁叁聪明死了://@睿智多金仔哥哥:女孩确认大白天遇害！望严惩凶手//@橙哥哥呀: 之前能说晚上不该滴滴顺风现在这事发生在大白天啊//@Super_4ong:感谢所有关心这次事件的人，女孩确定遇害，尸体也已经找到，我希望这次事件继续发酵，让滴滴平台的不作为付出相应的代价，希望大,2018-08-26 11:36:52
448,北海鹿七,4277230135190992,//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 11:36:35
449,菜哥不瘦到110不改名,4277229125561526,[ok]还是宁愿多给几十块钱打出租 太吓人了//@白泽_MEOWMERS:小姑娘穿着长裤，白天打车，得知危险紧急处理了，还是死了。你告诉我什么他妈的叫安全啊。干脆地铁全做成女性专属，男的都去打车得了？,2018-08-26 11:32:33
450,颜控少女老花痴,4277229091208438,[泪]//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 11:32:25
451,拾玖約秋,4277228550238543,//@普通小狗://@CCHEE:…//@兔耳草醛-A://@玉米屹立在大地上:[摊手]//@查查查儿:下午一点……//@长三哥是大好人://@停云云神智不清://@连清_://@白泽_MEOWMERS:小姑娘穿着长裤，白天打车，得知危险紧急处理了，还是死了。你告诉我什么他妈的叫安全啊。干脆地铁全做成女性专属，男的都去打车得了？,2018-08-26 11:30:15
452,温寒老咸鱼,4277228449152152,转发微博,2018-08-26 11:29:53
453,甄汉子侠,4277228374323330,转发微博,2018-08-26 11:29:34
454,bling闪亮姑,4277227845793992,//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 11:27:28
455,Q45571777,4277227611345377,转发微博,2018-08-26 11:26:32
456,GXlotus,4277227263010405,转发微博,2018-08-26 11:25:09
457,已丢失此人,4277226801353338,转发微博,2018-08-26 11:23:18
458,shogogosho,4277226679179912,我的天啊！！！！必须凶手死刑！！！//@SherlantPace://@一只特立独行的石榴:天哪//@豆豆-lin:凶手就是前天我滴到的同一个人 我现在已经配合女孩家属去派出所调查了 还有不是他一锁门我就跑 是他把我载到一个很偏僻的地方 还好路上还有几辆车经过 下车后 他还尾随我 知道我说要报警了 他才开走,2018-08-26 11:22:51
459,w看一只山w,4277225694218439,//@荼玉://@黏了棵葱_KKia://@溪初阳关:我真的不想看见女孩子别打滴滴了这种话，人给狗让路？//@长三哥是大好人:……//@停云云神智不清://@连清_://@磕药姬://@白泽_MEOWMERS:小姑娘穿着长裤，白天打车，得知危险紧急处理了，还是死了。你告诉我什么他妈的叫安全啊。干脆地铁全做成女性专属，男的都去,2018-08-26 11:18:55
460,_我爱镜玄,4277225433938896,转发微博,2018-08-26 11:17:53
461,千唯墨城,4277224943871905,//@吴衣烦:转发微博,2018-08-26 11:15:56
462,碎碎念一暄,4277224703594953,我在家打车都用的didi 因为我家那儿有点偏出租很难碰到。 有一次打车回家遇到前几天载我的司机 车开在路上还专门回头看了我一眼 跟我各种搭话 还好我妈半路给我打电话让我去城里某个地方。我回家就跟我爸说了，他说没得事。我也不知道是司机热情还是有问题 唉,2018-08-26 11:15:00
463,Ms_诸葛,4277224167447296,为啥这种司机还能继续运营？！//@豆豆-lin:凶手就是前天我滴到的同一个人  我现在已经配合女孩家属去派出所调查了  还有不是他一锁门我就跑 是他把我载到一个很偏僻的地方  还好路上还有几辆车经过 下车后 他还尾随我 知道我说要报警了 他才开走,2018-08-26 11:12:51
464,蔷玥玥玥,4277223667832631,转发微博,2018-08-26 11:10:52
465,蔷玥玥玥,4277223597424683,//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 11:10:35
466,异乡人Nnr,4277222677679148,//@这么懒是怎么回事://@每天淡定点://@七福团子:麻烦首页大家帮忙转发扩散一下，大家以后用滴滴一定要多个心眼，这个出事的司机不是第一次作案了，之前也有妹子差点遇到危险，但是申报给滴滴根本没有处理！结果拖延到现在又出问题！牌照是川A31J0Z，司机相貌如图，麻烦有在温州片区的小伙伴都帮忙留意,2018-08-26 11:06:57
467,国民第一女神经i,4277222195704565,//@山崎耶耶子:昨天还雷电交加 求求大家扩散一下 真是不敢想她有多害怕[泪]//@山崎耶耶子:快十七个小时了 一点消息都没有[泪]//@illlili:@温州草根新闻 @平安温州 看见的朋友麻烦帮忙转发 求助 万分感谢,2018-08-26 11:05:01
468,黄蝉kumiko,4277221541823498,你们现在不重视就是为自己的亲朋好友埋下祸根,2018-08-26 11:02:25
469,一只蠢·,4277221541432856,希望更多的人看到 严惩恶人,2018-08-26 11:02:25
470,一只蓝色抹香鲸,4277221205893317,@反正我手敲好看 女孩的微博！我已经去祭奠她了，是个好女孩！顶上去！各位！她的亡魂不得安息！,2018-08-26 11:01:04
471,吾心狂热,4277221184889310,转发微博,2018-08-26 11:00:59
472,彬咖丘,4277221096942236,//@BOBBY的紫色内内://@凹迟://@一锅玄哥://@黏了棵葱_KKia://@溪初阳关:[打脸]我真的不想看见女孩子别打滴滴了这种话，人给狗让路？//@长三哥是大好人:……//@停云云神智不清://@连清_://@磕药姬://@白泽_MEOWMERS:小姑娘穿着长裤，白天打车，得知危险紧急处理了，还是死了。你告诉我什么他妈的叫安全,2018-08-26 11:00:39
473,落棋无悔2000,4277220988532574,一路走好，女孩子还是需要一点跳车技能,2018-08-26 11:00:13
474,INK墨陌,4277220916807581,转发微博,2018-08-26 10:59:56
475,胖喵-Lorraine,4277219830398577,天啊，天啊！！！,2018-08-26 10:55:36
476,许先生以后多多指教,4277219633676686,转发微博,2018-08-26 10:54:49
477,溫言-yan,4277218714225727,//@奶萌奶萌的李易峰://@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 10:51:12
478,仙味萧易,4277218609322345,[悲傷]//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 10:50:47
479,哆萌球S国,4277218518222488,还是大白天…最开始不清楚情况还看到别人写的凌晨 [怒骂][怒骂][怒骂],2018-08-26 10:50:24
480,肖有钱哥哥的萝卜笔,4277218169251710,转发微博,2018-08-26 10:49:01
481,奶萌奶萌的李易峰,4277217930069109,//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 10:48:04
482,你怎么脸红了-_,4277217900928281,太可怜了真的…一个人在车上肯定好无助//@山崎耶耶子:昨天还雷电交加 求求大家扩散一下 真是不敢想她有多害怕[泪]//@山崎耶耶子:快十七个小时了 一点消息都没有[泪]//@illlili:@温州草根新闻 @平安温州 看见的朋友麻烦帮忙转发 求助 万分感谢,2018-08-26 10:47:57
483,温又呀,4277217791972605,转发微博,2018-08-26 10:47:31
484,影子_44684,4277216957557658,女孩太可惜了，安全都不能保证，这个软件有什么用,2018-08-26 10:44:12
485,紫钻_lu,4277214339546206,我再也不打滴滴了好吗[泪],2018-08-26 10:33:49
486,舒服舒服是否79395,4277214184910845,转发微博,2018-08-26 10:33:10
487,美纱玥纪子,4277213833015739,//@谭湘君Jjun:她才23岁 她才过了人生1/4 她的未来正等她填充描绘 恶魔在人间[蜡烛][蜡烛],2018-08-26 10:31:46
488,一只蓝色抹香鲸,4277212712324467,这条微博见证了女孩由一个活人成为死人的过程！玛德，真相总是残酷无情！是地狱,2018-08-26 10:27:20
489,夜行明光,4277212285025865,[泪],2018-08-26 10:25:37
490,Eunxii-,4277211688673161,我特么好害怕//@风乎舞雩是小灯:[摊手]//@一锅玄哥://@黏了棵葱_KKia://@溪初阳关:[打脸]我真的不想看见女孩子别打滴滴了这种话，人给狗让路？//@白泽_MEOWMERS:小姑娘穿着长裤，白天打车，得知危险紧急处理了，还是死了。你告诉我什么他妈的叫安全啊。干脆地铁全做成女性专属，男的都去打,2018-08-26 10:23:17
491,荷茜QIAN,4277211316459927,转发微博,2018-08-26 10:21:47
492,橙色的小溪几,4277211135994034,[泪][蜡烛]走好🙏🏻,2018-08-26 10:21:04
493,17桑是也__,4277210879356808,唉！这是什么世道！又一女孩遇害！！,2018-08-26 10:20:03
494,曜石与CA症候群,4277210858376990,//@京本凌翼://@蔻蔻蔻蔻七不是寇://@裂空桑://@七福团子: 当事人是我表姐，麻烦首页大家帮忙转发扩散一下，家里人真的心急如焚[泪]大家以后用滴滴一定要多个心眼，这个出事的司机不是第一次作案了，之前也有妹子差点遇到危险，但是申报给滴滴根本没有处理！结果拖延到现在又出问题！牌照是川A31J0Z，,2018-08-26 10:19:59
495,Guowsssss,4277209814772413,//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 10:15:49
496,Kiriku_4,4277209776728642,//@篠原暁://@一锅玄哥://@黏了棵葱_KKia://@溪初阳关:[打脸]我真的不想看见女孩子别打滴滴了这种话，人给狗让路？//@长三哥是大好人:……//@连清_://@白泽_MEOWMERS:小姑娘穿着长裤，白天打车，得知危险紧急处理了，还是死了。你告诉我什么他妈的叫安全啊。干脆地铁全做成女性专属,2018-08-26 10:15:39
497,沨源儿,4277207993507006,转发微博,2018-08-26 10:08:35
498,蟑螂小哥不怕虫,4277206127324114,转发微博,2018-08-26 10:01:10
499,Ariney-八月札,4277205682851110,唉[泪]//@吃不胖的小5://@Yukyuk886:真的看得很难过……小姐姐超美的[泪]//@然后下面就没了:/@Super_4ong:感谢所有关心这次事件的人，女孩确定遇害，尸体也已经找到，我希望这次事件继续发酵，让滴滴平台的不作为付出相应的代价，希望大家继续扩散🙏🙏 http://t.cn/RkEKaqy,2018-08-26 09:59:24
500,吴扣全,4277205586811134,转发微博,2018-08-26 09:59:00
501,来一颗抹茶糖啊,4277205578092250,//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 09:58:59
502,h_jyn,4277203716498368,帮帮忙吧！//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 09:51:35
503,阿布多瑞1,4277202591355854,姑娘，一路走好，愿你在天堂幸福。[蜡烛][悲伤]//@Super_4ong:感谢所有关心这次事件的人，女孩确定遇害，尸体也已经找到，我希望这次事件继续发酵，让滴滴平台的不作为付出相应的代价，希望大家继续扩散🙏🙏 http://t.cn/RkEKaqy,2018-08-26 09:47:07
504,SherlantPace,4277202000082094,//@一只特立独行的石榴:天哪//@豆豆-lin:凶手就是前天我滴到的同一个人 我现在已经配合女孩家属去派出所调查了 还有不是他一锁门我就跑 是他把我载到一个很偏僻的地方 还好路上还有几辆车经过 下车后 他还尾随我 知道我说要报警了 他才开走,2018-08-26 09:44:46
505,闫一一呐,4277201840911045,天杀的恶魔,2018-08-26 09:44:07
506,用户6602172427,4277201208007886,转发微博,2018-08-26 09:41:37
507,_Crazywoman_,4277200636818326,转发微博,2018-08-26 09:39:21
508,终终终终黎Monica,4277200268192389,//@冷血无情yuki酱://@鸡血冢_求逢考必过:来，上次空姐遇害让我们晚上别出门的专家出来走两步！这次大白天大下午的遇害，怎么个说法？！[微笑]//@白狐_吃掉那个冬菇:热评第一……//@沈教授的领针:………………卧槽//@包了个包了个包了个包:。。。本地的，我一直觉得本地这边不会有这种事，太可怕了//@,2018-08-26 09:37:53
509,alaaaaaaaaaaaaaa,4277199546135142,转发微博,2018-08-26 09:35:02
510,左买买买,4277199093931412,该说什么。。。//@夏目家的小诗哥:...//@胡萝卜的吉光片羽:天……[伤心]//@Super_4ong:感谢所有关心这次事件的人，女孩确定遇害，尸体也已经找到，我希望这次事件继续发酵，让滴滴平台的不作为付出相应的代价，希望大家继续扩散🙏🙏 http://t.cn/RkEKaqy,2018-08-26 09:33:13
511,外星人PCS,4277197046939328,//@谭湘君Jjun:她才23岁 她才过了人生1/4 她的未来正等她填充描绘 恶魔在人间[蜡烛][蜡烛]  [泪][泪],2018-08-26 09:25:05
512,把酒时温,4277196715841674,真的太恶心了,2018-08-26 09:23:46
513,你的兔兔子,4277196396769293,//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 09:22:29
514,chimmy的麻麻1217,4277196263203381,//@山崎耶耶子:求求大家帮忙转发一下 我朋友司机和车都还没找到[泪]//@CCZHu_:@平安温州 @温州交警 @温州发布 @凤凰网 @新华网 @搜狐新闻 @腾讯新闻 @温州草根新闻 @头条新闻 @新闻晨报 @南方周末,2018-08-26 09:21:57
515,-烏--鴉-,4277196157595399,//@长岛妹妹:[蜡烛][蜡烛][蜡烛] 大家打网约车一定要小心啊啊啊啊！！,2018-08-26 09:21:33
516,小盒的小海赫海呀,4277196107734805,"还居然打电话给司机确认？傻逼吗？//@吐槽鬼:@滴滴出行 出来讲清楚啊.你们他妈从上次到现在到底做了什么整改？ //@七福团子:当事人是我表姐,这个司机不是第一次作案,之前也有妹子差点遇到危险,但申报给滴滴根本没有处理！拖延到现在又出问题！牌照是川A31J0Z，司机如图 http://t.cn/RkEhJKc",2018-08-26 09:21:21
